Date,Close,LINEAR_REGRESSION,KNN,LSTM,ARIMA
2019-01-03,60.071999,63.450001,63.4704,62.52983,[62.08551402]
2019-01-04,63.537997999999995,62.924,62.94919960000001,61.888012,[59.96879775]
2019-01-07,66.991997,63.316002000000005,63.3384004,61.633057,[63.16163482]
2019-01-08,67.07,67.28199799999999,67.359999,62.091183,[67.14070098]
2019-01-09,67.706001,66.737999,66.7403992,62.804245,[67.4456651]
2019-01-10,68.994003,66.95999899999998,66.98240039999999,63.63463,[67.69294218]
2019-01-11,69.452003,67.58999599999999,67.58119960000002,64.59079,[68.71337382]
2019-01-14,66.879997,67.24400299999999,67.2235992,65.51821,[69.33664033]
2019-01-15,68.886002,68.012001,67.979199,65.87493,[66.97439999]
2019-01-16,69.209999,69.43199899999999,69.45559839999999,66.24679,[68.73315858]
2019-01-17,69.461998,68.91400099999998,68.90640099999999,66.5889,[69.16168092]
2019-01-18,60.452,70.003998,69.98239900000002,66.896324,[69.56686656]
2019-01-22,59.784,70.311996,70.3112,65.71424,[60.85006224]
2019-01-23,57.518002,70.557999,70.5584002,64.02272,[59.57702373]
2019-01-24,58.301998,69.178001,69.1816008,62.005383,[57.55417362]
2019-01-25,59.408001,67.52799999999999,67.5472,60.278473,[58.45789852]
2019-01-28,59.276001,68.57,68.5827988,59.100765,[59.88336327]
2019-01-29,59.492001,69.90599799999998,69.9135984,58.33241,[59.41443789]
2019-01-30,61.754002,69.16400099999998,69.1552,57.91331,[59.58297916]
2019-01-31,61.403999,70.862,70.8679994,58.0642,[61.64349616]
2019-02-01,62.442001,69.849998,69.91359839999998,58.403305,[61.4302636]
2019-02-04,62.577999,68.75,68.75879979999999,58.94894,[62.42212536]
2019-02-05,64.269997,66.62599899999998,66.63040000000001,59.52867,[62.54406557]
2019-02-06,63.444,66.79399899999999,66.7692002,60.296204,[64.14315523]
2019-02-07,61.501999,69.0,69.0048004,60.898598,[63.51816594]
2019-02-08,61.16,63.046001000000004,63.0600006,61.041756,[61.50119969]
2019-02-11,62.568001,62.084,62.0684,60.90595,[61.09451407]
2019-02-12,62.362,63.146,63.14440019999999,60.86809,[62.48249367]
2019-02-13,61.633998999999996,64.732002,64.6996002,60.833538,[62.50871344]
2019-02-14,60.754002,64.461998,64.48760060000001,60.695496,[61.77092082]
2019-02-15,61.576,66.81400299999999,66.8024002,60.40064,[60.76372296]
2019-02-19,61.127998,67.09799999999998,67.049199,60.20551,[61.49226277]
2019-02-20,60.512001,66.954002,66.98240039999999,60.010113,[61.20580771]
2019-02-21,58.245998,66.66000399999999,66.6567992,59.7554,[60.59329227]
2019-02-22,58.942001,69.234001,69.2115996,59.176296,[58.33606854]
2019-02-25,59.754002,70.41000399999999,70.3916002,58.652473,[58.86507231]
2019-02-26,59.571999,71.484001,71.48959959999999,58.34534,[59.80463693]
2019-02-27,62.948002,70.19799799999998,70.1876008,58.154396,[59.68978144]
2019-02-28,63.976002,68.612,68.5827988,58.555744,[62.95752583]
2019-03-01,58.958,66.18599699999999,66.229599,59.313675,[63.98240167]
2019-03-04,57.071999,67.024002,67.00840000000001,59.369884,[59.0944624]
2019-03-05,55.307999,66.66999799999999,66.6567992,58.846176,[56.98131591]
2019-03-06,55.248001,65.63999899999999,65.6612,57.87449,[55.15376357]
2019-03-07,55.318001,66.45999899999998,66.4731996,56.83466,[55.33999166]
2019-03-08,56.827999,65.82,65.796399,55.92139,[55.65021514]
2019-03-11,58.183997999999995,65.433998,65.43559859999999,55.41937,[56.96181012]
2019-03-12,56.672001,69.10199699999998,69.1252012,55.37582,[58.2891506]
2019-03-13,57.792,68.36799599999998,68.3504,55.33422,[56.73492341]
2019-03-14,57.992001,65.32599599999998,65.3259992,55.47803,[57.69591136]
2019-03-15,55.085999,65.120003,65.136801,55.712917,[57.90437124]
2019-03-18,53.897999,64.26999699999999,64.2480012,55.533134,[55.14497049]
2019-03-19,53.493999,62.712002000000005,62.6964004,55.028847,[53.94298865]
2019-03-20,54.720001,62.110001000000004,62.114,54.388477,[53.44009695]
2019-03-21,54.804001,63.306,63.3384004,53.950565,[54.7858989]
2019-03-22,52.905998,61.82,61.7935998,53.67547,[55.03124484]
2019-03-25,52.084,60.307999,60.310399800000006,53.2474,[53.03020813]
2019-03-26,53.554001,60.835999,60.80519939999999,52.70294,[52.06922548]
2019-03-27,54.966,55.835999,55.8503996,52.392216,[53.46411764]
2019-03-28,55.723999,51.556000000000004,51.55799940000001,52.43006,[55.02139079]
2019-03-29,55.972,53.22600200000001,53.2356006,52.734154,[55.84876171]
2019-04-01,57.835999,50.49599800000001,50.5271994,53.15854,[55.97529293]
2019-04-02,57.175999,53.506001,53.5260002,53.85065,[57.68900706]
2019-04-03,58.362,57.388,57.2835996,54.467075,[57.1297922]
2019-04-04,53.556,61.144001,61.135599400000004,55.135857,[58.28297299]
2019-04-05,54.992001,59.860001000000004,59.85440079999999,55.02119,[53.64024111]
2019-04-08,54.639998999999996,57.931999,57.939199599999995,54.78538,[54.80046193]
2019-04-09,54.462002000000005,60.939999,60.972799800000004,54.457436,[54.73087381]
2019-04-10,55.212002000000005,60.186001,60.1936006,54.106808,[54.53723815]
2019-04-11,53.683997999999995,58.816002000000005,58.8116006,53.903454,[55.41402607]
2019-04-12,53.540001000000004,60.068001,60.0571998,53.57547,[53.68973299]
2019-04-15,53.276001,58.242001,58.256800999999996,53.22483,[53.54724053]
2019-04-16,54.672001,57.537997999999995,57.542400199999996,52.876217,[53.28989202]
2019-04-17,54.245998,58.669998,58.78000039999999,52.779514,[54.65158136]
2019-04-18,54.652,60.015999,60.010800200000006,52.750233,[54.37369673]
2019-04-22,52.549999,58.048,58.002799800000005,52.820927,[54.646963]
2019-04-23,52.779999,56.674,56.7687996,52.628555,[52.60051474]
2019-04-24,51.731998,56.692001,56.7687996,52.382668,[52.68814253]
2019-04-25,49.526001,56.138,56.158399200000005,51.994392,[51.80632638]
2019-04-26,47.028,57.096001,57.008399999999995,51.288067,[49.61815359]
2019-04-29,48.293999,58.816002000000005,58.8116006,50.193417,[47.1656935]
2019-04-30,47.737999,58.779999,58.8116006,49.25165,[48.26300929]
2019-05-01,46.801998,59.984001,60.01080019999999,48.43034,[47.91828193]
2019-05-02,48.82,60.23,60.206000800000005,47.65836,[46.99128487]
2019-05-03,51.006001,56.889998999999996,56.895599399999995,47.296146,[48.8530781]
2019-05-06,51.068001,58.818001,58.8116006,47.475918,[50.94181178]
2019-05-07,49.411999,60.554001,60.562799999999996,47.90219,[51.1486143]
2019-05-08,48.967999,60.394001,60.36479959999999,48.16656,[49.43642893]
2019-05-09,48.396,61.369999,61.38960060000001,48.261463,[48.7911251]
2019-05-10,47.903999,61.004002,61.0171998,48.18137,[48.30466394]
2019-05-13,45.402,60.212002000000005,60.20600079999999,47.9594,[47.96007583]
2019-05-14,46.462002000000005,58.394001,58.314000799999995,47.35798,[45.56585493]
2019-05-15,46.389998999999996,56.835999,56.8567994,46.806263,[46.44491722]
2019-05-16,45.666,57.296001000000004,57.2835996,46.337402,[46.47755331]
