Date,Close,LINEAR_REGRESSION,KNN,LSTM,ARIMA
2019-09-26,48.512001,60.639998999999996,60.6044,46.71384,[45.65342844]
2019-09-27,48.425999,59.486,59.4788004,46.59775,[48.54776198]
2019-09-30,48.174,61.748001,61.7464014,46.714005,[48.51604617]
2019-10-01,48.938,61.330002,61.369600000000005,46.876984,[48.29499465]
2019-10-02,48.625999,59.436001,59.438000599999995,47.153893,[48.81493056]
2019-10-03,46.605999,58.034,58.02280040000001,47.39198,[48.52159617]
2019-10-04,46.285999,59.627998,59.6619996,47.272343,[46.6612702]
2019-10-07,47.543999,60.167999,60.1936006,46.96992,[46.2783978]
2019-10-08,48.009997999999996,69.907997,69.9135984,46.825344,[47.50226403]
2019-10-09,48.905998,69.634003,69.6376008,46.84052,[48.07036326]
2019-10-10,48.948002,68.39800299999999,68.3951998,47.058105,[48.9811728]
2019-10-11,49.577999,75.91400099999998,75.80680079999999,47.336384,[48.944593]
2019-10-14,51.391998,74.06800099999998,74.0884002,47.69444,[49.48620179]
2019-10-15,51.577999,70.48999799999999,70.5272004,48.306786,[51.3171563]
2019-10-16,51.950001,71.09799999999998,71.09799960000001,48.96163,[51.54652211]
2019-10-17,52.394001,71.28199799999999,71.2740006,49.58953,[51.91577599]
2019-10-18,51.389998999999996,69.52799999999999,69.51879879999998,50.17447,[52.3270984]
2019-10-21,50.700001,67.737999,67.7540008,50.495525,[51.33282686]
2019-10-22,51.116001000000004,67.08999599999999,67.06039899999999,50.545574,[50.69376809]
2019-10-23,50.936001,61.099998,61.119199200000004,50.530117,[51.08956492]
2019-10-24,59.936001,61.688,61.71320060000001,50.45691,[50.95683589]
2019-10-25,65.625999,64.379997,64.3419984,51.731346,[59.767864]
2019-10-28,65.542,64.328003,64.29999860000001,54.247498,[65.71684754]
2019-10-29,63.243999,64.01999699999999,64.002399,56.895794,[65.49336544]
2019-10-30,63.001999,64.56400299999999,64.5564026,58.8432,[62.96314292]
2019-10-31,62.984001,63.854,63.8748008,60.147537,[62.43224569]
2019-11-01,62.661999,62.372002,62.3548004,60.96026,[62.77706778]
2019-11-04,63.493999,61.001999,61.0171998,61.37318,[62.74344911]
2019-11-05,63.444,60.630001,60.6044,61.6628,[63.61792187]
