Date,Close,LINEAR_REGRESSION,KNN,LSTM,ARIMA
2019-01-03,35.547501000000004,43.057499,43.0634994,37.991234,[39.58562245]
2019-01-04,37.064999,43.2575,43.2740006,37.68116,[35.40891143]
2019-01-07,36.982498,43.75,43.7494996,37.377655,[37.32882687]
2019-01-08,37.6875,43.587502,43.5785004,37.097942,[37.02154167]
2019-01-09,38.327498999999996,43.5825,43.5785004,36.924973,[37.59975601]
2019-01-10,38.450001,43.572497999999996,43.5730002,36.883743,[38.27639463]
2019-01-11,38.072497999999996,43.82,43.8175004,36.926163,[38.42239173]
2019-01-14,37.5,44.272498999999996,44.2524994,36.973003,[38.05586152]
2019-01-15,38.267502,44.047501000000004,44.047001,36.965008,[37.52798906]
2019-01-16,38.735001000000004,44.775002,44.776500000000006,37.001106,[38.33858897]
2019-01-17,38.965,44.814999,44.776500000000006,37.09819,[38.72993779]
2019-01-18,39.205002,44.615002000000004,44.62600020000001,37.23737,[38.92128493]
2019-01-22,38.325001,44.25,44.2524994,37.40573,[39.19221527]
2019-01-23,38.48,44.259997999999996,44.2524994,37.489372,[38.3153057]
2019-01-24,38.174999,43.555,43.5569998,37.535652,[38.53883212]
2019-01-25,39.439999,42.7775,42.770501,37.528465,[38.20872905]
2019-01-28,39.075001,42.877499,42.87149960000001,37.611664,[39.47479214]
2019-01-29,38.669998,41.990002000000004,41.9985002,37.69675,[39.02116849]
2019-01-30,41.3125,41.7425,41.731499400000004,37.736797,[38.64888881]
2019-01-31,41.610001000000004,41.857498,41.866499399999995,37.99547,[41.37955177]
2019-02-01,41.630001,41.945,41.953,38.36397,[41.5082132]
2019-02-04,42.8125,40.125,40.14,38.75258,[41.54638756]
2019-02-05,43.544998,39.122501,39.11250080000001,39.221275,[42.83498119]
2019-02-06,43.560001,40.7575,40.732001000000004,39.748367,[43.54332372]
2019-02-07,42.735001000000004,39.884997999999996,39.899999199999996,40.24971,[43.51969929]
2019-02-08,42.602501000000004,38.787498,38.8065002,40.606434,[42.73423578]
2019-02-11,42.357498,39.102501000000004,39.1125008,40.83882,[42.68175504]
2019-02-12,42.7225,40.677502000000004,40.732001000000004,40.95837,[42.40274582]
2019-02-13,42.544998,41.084998999999996,41.0275002,41.040714,[42.75324868]
2019-02-14,42.700001,41.842499,41.866499399999995,41.0767,[42.53298075]
2019-02-15,42.605,43.247501,43.251500799999995,41.099327,[42.71563937]
2019-02-19,42.732498,43.107498,43.1079994,41.102993,[42.61481338]
2019-02-20,43.0075,42.962502,42.92600040000001,41.108505,[42.75406179]
2019-02-21,42.764998999999996,42.767502,42.770501,41.139896,[43.02093774]
2019-02-22,43.2425,43.125,43.1269998,41.15798,[42.76104309]
2019-02-25,43.557499,43.875,43.8570008,41.212936,[43.27088121]
2019-02-26,43.5825,44.7425,44.727999800000006,41.3098,[43.56052442]
2019-02-27,43.717499,44.5975,44.6055008,41.41992,[43.57316673]
2019-02-28,43.287498,44.529999,44.530499999999996,41.538136,[43.72800822]
2019-03-01,43.7425,43.75,43.7494996,41.607338,[43.29863066]
2019-03-04,43.962502,44.052502000000004,44.047001,41.687836,[43.78850775]
2019-03-05,43.8825,44.205002,44.206000800000005,41.78519,[43.96770158]
2019-03-06,43.630001,44.1675,44.176501,41.87288,[43.87505647]
2019-03-07,43.125,43.7575,43.7524996,41.922714,[43.64068512]
2019-03-08,43.227501000000004,44.235001000000004,44.242499599999995,41.900738,[43.15795463]
2019-03-11,44.724998,44.994999,44.8930002,41.854843,[43.28003965]
2019-03-12,45.227501000000004,45.43,45.239000000000004,41.94211,[44.76355239]
2019-03-13,45.427502000000004,44.9925,44.8930002,42.132584,[45.15889968]
2019-03-14,45.932499,44.610001000000004,44.6055008,42.374092,[45.37844951]
2019-03-15,46.529999,44.662498,44.62600020000001,42.663708,[45.94675845]
2019-03-18,47.005001,44.505001,44.5305,43.00253,[46.55126425]
2019-03-19,46.6325,43.825001,43.8175004,43.37387,[46.99940094]
2019-03-20,47.040001000000004,43.810001,43.793000199999994,43.685455,[46.61482942]
2019-03-21,48.772498999999996,42.817501,42.795000400000006,43.972088,[47.08912]
2019-03-22,47.762501,42.212502,42.2305,44.37776,[48.82373731]
2019-03-25,47.185001,41.235001000000004,41.2629998,44.699738,[47.66908428]
2019-03-26,46.697497999999996,43.192501,43.201500800000005,44.891563,[47.22420385]
2019-03-27,47.1175,42.084998999999996,42.0855002,44.95054,[46.78696156]
2019-03-28,47.18,41.619999,41.6419998,44.975445,[47.19840514]
2019-03-29,47.487499,41.945,41.953,44.98409,[47.16323435]
2019-04-01,47.810001,41.669998,41.686999400000005,45.012012,[47.48467925]
2019-04-02,48.505001,42.0975,42.1115004,45.07631,[47.81329077]
2019-04-03,48.837502,42.9025,42.9260004,45.217396,[48.51763593]
2019-04-04,48.922501000000004,43.200001,43.2015008,45.412315,[48.82222138]
2019-04-05,49.25,42.095001,42.1115004,45.621086,[48.91993707]
2019-04-08,50.025002,42.512501,42.4809998,45.84544,[49.27810118]
2019-04-09,49.875,43.3125,43.2740006,46.126297,[50.05449592]
2019-04-10,50.154999,43.110001000000004,43.1079994,46.388885,[49.85065594]
2019-04-11,49.737499,43.535,43.547,46.640694,[50.18061879]
2019-04-12,49.717499,43.682499,43.6774994,46.81864,[49.75530032]
2019-04-15,49.807499,43.955002,43.980001200000004,46.93856,[49.7654401]
2019-04-16,49.8125,44.560001,44.5605004,47.02394,[49.84139573]
2019-04-17,50.782501,44.459998999999996,44.5305,47.082108,[49.82819719]
2019-04-18,50.965,43.200001,43.2015008,47.21223,[50.81118137]
2019-04-22,51.1325,41.43,41.388500199999996,47.378933,[50.93784129]
2019-04-23,51.869999,41.310001,41.33200000000001,47.56156,[51.13006115]
2019-04-24,51.790001000000004,40.735001000000004,40.732001000000004,47.80231,[51.90478411]
2019-04-25,51.32,40.912498,40.9495004,48.036236,[51.78611082]
2019-04-26,51.075001,41.055,41.0275002,48.196396,[51.3307306]
2019-04-29,51.1525,40.580002,40.5965012,48.27941,[51.13179152]
2019-04-30,50.1675,41.314999,41.33200000000001,48.32188,[51.20827407]
2019-05-01,52.630001,42.275002,42.2665002,48.24419,[50.16657927]
2019-05-02,52.287498,44.142502,44.1565006,48.352257,[52.72204592]
2019-05-03,52.9375,44.2225,44.220500400000006,48.501465,[52.19631389]
2019-05-06,52.119999,45.9575,46.0580002,48.719,[52.91985943]
2019-05-07,50.715,46.290001000000004,46.302500200000004,48.867165,[52.13635981]
2019-05-08,50.724998,46.512501,46.5175004,48.832348,[50.78806819]
2019-05-09,50.18,46.84,46.8415,48.714024,[50.83478608]
2019-05-10,49.294998,47.509997999999996,47.5415,48.513462,[50.24050685]
2019-05-13,46.43,47.147498999999996,47.155499799999994,48.210037,[49.31730453]
2019-05-14,47.165001000000004,47.037498,47.0404988,47.61708,[46.42059016]
2019-05-15,47.73,46.610001000000004,46.605000399999994,47.02124,[47.32875851]
2019-05-16,47.52,47.044998,47.0404988,46.53903,[47.76336117]
2019-05-17,47.25,46.747501,46.75,46.145493,[47.43810511]
2019-05-20,45.772498999999996,46.577498999999996,46.558000199999995,45.81597,[47.22236512]
2019-05-21,46.650002,46.907501,46.9135,45.41663,[45.81775953]
2019-05-22,45.695,46.790001000000004,46.7779998,45.11359,[46.76595527]
2019-05-23,44.915001000000004,47.09,47.0709988,44.799953,[45.69084214]
2019-05-24,44.7425,47.037498,47.0404988,44.44472,[44.91974991]
2019-05-28,44.557499,47.145,47.155499799999994,44.09302,[44.77973113]
2019-05-29,44.345001,46.974998,47.002499,43.76435,[44.60636676]
2019-05-30,44.575001,46.875,46.841499999999996,43.46372,[44.32827909]
2019-05-31,43.767502,46.717499,46.74999999999999,43.232536,[44.57970094]
2019-06-03,43.325001,47.560001,47.565999399999995,42.985573,[43.76100985]
2019-06-04,44.91,47.9575,47.9234998,42.717964,[43.35704455]
2019-06-05,45.634997999999996,48.32749899999999,48.364,42.61909,[44.96989649]
